COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,LEAVE
0,143328,0,21,747781,760,4,6,0,1,4,1
0,37031,64,0,252021,205,5,9,25,2,0,1
0,36080,64,0,252021,205,5,9,25,2,0,1
0,128069,40,15,467018,564,4,4,100,4,1,1
0,124782,40,15,467018,564,4,4,100,4,1,1
0,76037,0,70,421269,297,1,1,0,0,3,1
0,74086,0,70,421269,297,1,1,0,0,3,1
0,28099,168,0,524347,217,25,10,25,0,1,0
0,27378,168,0,524347,217,25,10,25,0,1,0
1,96973,53,0,233011,390,5,11,0,4,1,0
1,94484,53,0,233011,390,5,11,0,4,1,0
0,83793,202,0,833000,373,12,9,50,4,1,1
0,81642,202,0,833000,373,12,9,50,4,1,1
1,30480,179,0,284806,223,1,10,25,1,0,1
1,29697,179,0,284806,223,1,10,25,1,0,1
0,37049,0,19,305474,213,3,6,25,1,3,1
0,36098,0,19,305474,213,3,6,25,1,3,1
0,150617,0,0,499032,617,5,13,25,3,1,0
0,146752,0,0,499032,617,5,13,25,3,1,0
1,72014,161,19,759222,443,17,6,50,1,0,0
1,70165,161,19,759222,443,17,6,50,1,0,0
1,66230,200,82,992916,343,28,1,0,3,4,1
1,64531,200,82,992916,343,28,1,0,3,4,1
0,46658,0,6,316582,160,5,5,0,1,3,1
0,45461,0,6,316582,160,5,5,0,1,3,1
1,120761,0,58,260356,501,0,2,0,2,2,0
1,117662,0,58,260356,501,0,2,0,2,2,0
0,30651,225,8,577227,197,21,6,50,4,0,0
0,29864,225,8,577227,197,21,6,50,4,0,0
0,59464,52,19,247995,266,20,6,0,4,2,0
0,57937,52,19,247995,266,20,6,0,4,2,0
1,68795,149,58,935115,295,16,2,25,1,2,1
1,67030,149,58,935115,295,16,2,25,1,2,1
0,81539,202,0,159370,339,22,10,25,1,2,0
0,79446,202,0,159370,339,22,10,25,1,2,0
1,156993,0,12,880601,529,1,4,0,4,0,1
1,152964,0,12,880601,529,1,4,0,4,0,1
1,140525,0,0,926753,726,1,9,0,0,1,0
1,136918,0,0,926753,726,1,9,0,0,1,0
1,115629,50,0,653752,502,5,15,50,4,1,0
1,112662,50,0,653752,502,5,15,50,4,1,0
1,73766,200,0,351414,886,26,14,75,1,0,0
1,71873,200,0,351414,886,26,14,75,1,0,0
1,39308,0,0,510265,220,10,11,100,1,0,0
1,38299,0,0,510265,220,10,11,100,1,0,0
0,22491,198,75,159700,132,23,1,25,1,0,0
0,21914,198,75,159700,132,23,1,25,1,0,0
1,149006,80,14,584163,654,4,15,50,4,2,0
1,145181,80,14,584163,654,4,15,50,4,2,0
0,24229,51,0,297041,150,3,4,100,1,1,0
0,23608,51,0,297041,150,3,4,100,1,1,0
1,49734,225,0,799027,249,11,13,0,1,3,0
1,48457,225,0,799027,249,11,13,0,1,3,0
1,75855,169,10,886775,378,1,1,0,4,4,0
1,73908,169,10,886775,378,1,1,0,4,4,0
1,148114,228,0,353943,219,20,14,0,4,0,0
1,144313,228,0,353943,219,20,14,0,4,0,0
1,110952,157,0,423978,701,13,12,100,4,4,0
1,108105,157,0,423978,701,13,12,100,4,4,0
0,41580,77,67,243154,237,5,10,100,0,4,0
0,40513,77,67,243154,237,5,10,100,0,4,0
1,96197,0,16,245652,302,1,11,100,1,3,1
1,93728,0,16,245652,302,1,11,100,1,3,1
0,154750,71,64,936687,791,5,2,0,1,1,0
0,150779,71,64,936687,791,5,2,0,1,1,0
1,84794,62,51,911900,395,27,2,25,1,0,1
1,82617,62,51,911900,395,27,2,25,1,0,1
0,129084,205,0,216796,233,15,11,0,1,1,0
0,125771,205,0,216796,233,15,11,0,1,1,0
1,20645,222,27,541099,233,1,1,100,1,0,0
1,20116,222,27,541099,233,1,1,100,1,0,0
0,80883,213,7,702414,344,25,5,100,1,0,1
0,78808,213,7,702414,344,25,5,100,1,0,1
0,25967,0,0,591967,185,1,13,0,1,0,1
0,25300,0,0,591967,185,1,13,0,1,0,1
0,45789,65,88,915548,157,5,2,25,1,1,1
0,44614,65,88,915548,157,5,2,25,1,1,1
0,158993,200,0,603731,634,16,14,100,3,0,0
0,154912,200,0,603731,634,16,14,100,3,0,0
0,27687,188,63,213854,218,19,2,25,4,3,0
0,26976,188,63,213854,218,19,2,25,4,3,0
1,124690,51,0,929910,722,4,9,75,1,0,1
1,121489,51,0,929910,722,4,9,75,1,0,1
1,154831,76,0,771370,674,5,10,0,0,1,1
1,150858,76,0,771370,674,5,10,0,0,1,1
1,81365,191,0,302727,253,29,9,0,4,0,0
1,79276,191,0,302727,253,29,9,0,4,0,0
1,133298,0,81,338901,693,1,1,75,1,1,1
1,129877,0,81,338901,693,1,1,75,1,1,1
0,97364,70,5,860016,287,4,6,0,0,0,1
0,94865,70,5,860016,287,4,6,0,0,0,1
1,66873,188,17,379550,339,23,4,0,1,0,1
1,65156,188,17,379550,339,23,4,0,1,0,1
1,139131,40,6,808321,898,3,5,0,1,0,0
1,135560,40,6,808321,898,3,5,0,1,0,0
0,68556,0,0,151997,323,12,12,25,1,1,1
0,66797,0,0,151997,323,12,12,25,1,1,1
1,151686,70,0,760397,720,5,12,75,4,1,1
1,147793,70,0,760397,720,5,12,75,4,1,1
1,120308,67,50,259887,462,5,2,0,4,3,0
1,117221,67,50,259887,462,5,2,0,4,3,0
0,24036,224,0,180311,132,18,11,50,3,0,0
0,23419,224,0,180311,132,18,11,50,3,0,0
1,153544,128,0,705220,848,5,2,50,1,0,0
1,149603,128,0,705220,848,5,2,50,1,0,0
1,91273,47,0,500123,396,0,9,25,1,3,0
1,88930,47,0,500123,396,0,9,25,1,3,0
1,53693,81,7,751053,337,3,4,0,1,4,1
1,52314,81,7,751053,337,3,4,0,1,4,1
1,66490,0,44,865732,720,1,2,0,3,3,1
1,64783,0,44,865732,720,1,2,0,3,3,1
1,59304,0,18,337782,267,0,6,100,4,0,1
1,57781,0,18,337782,267,0,6,100,4,0,1
0,125873,64,15,541562,649,4,4,0,0,0,0
0,122642,64,15,541562,649,4,4,0,0,0,0
1,82215,60,0,689023,321,3,8,75,1,1,1
1,80104,60,0,689023,321,3,8,75,1,1,1
0,22212,66,87,625875,241,1,1,0,4,4,0
0,21641,66,87,625875,241,1,1,0,4,4,0
1,113956,60,51,623544,614,1,14,100,1,0,1
1,111031,60,51,623544,614,1,14,100,1,0,1
1,124945,0,0,876330,562,0,11,100,4,0,1
1,121738,0,0,876330,562,0,11,100,4,0,1
1,149170,0,30,185907,892,1,1,100,1,2,1
1,145341,0,30,185907,892,1,1,100,1,2,1
1,44116,239,15,785101,192,25,6,100,3,0,0
1,42983,239,15,785101,192,25,6,100,3,0,0
0,43915,58,0,398129,153,3,8,0,4,3,0
0,42788,58,0,398129,153,3,8,0,4,3,0
1,111670,240,7,401839,667,0,4,0,1,1,0
1,108803,240,7,401839,667,0,4,0,1,1,0
1,112405,0,73,842488,555,4,2,0,2,3,0
1,109520,0,73,842488,555,4,2,0,2,3,0
0,148651,77,9,941053,657,3,5,25,1,0,0
0,144836,77,9,941053,657,3,5,25,1,0,0
1,84154,187,8,413821,263,19,5,100,4,1,0
1,81995,187,8,413821,263,19,5,100,4,1,0
0,98571,0,14,959612,363,0,6,100,0,0,1
0,96042,0,14,959612,363,0,6,100,0,0,1
1,38316,79,47,476325,163,3,1,100,3,2,0
1,37333,79,47,476325,163,3,1,100,3,2,0
0,52360,183,18,266081,363,5,4,0,4,1,0
0,51017,183,18,266081,363,5,4,0,4,1,0
0,50080,0,0,402351,161,0,11,50,4,1,1
0,48795,0,0,402351,161,0,11,50,4,1,1
1,61192,48,0,633379,283,4,14,25,0,2,1
1,59621,48,0,633379,283,4,14,25,0,2,1
1,23812,0,0,256632,134,18,9,0,4,3,1
1,23201,0,0,256632,134,18,9,0,4,3,1
1,42270,0,0,714943,164,1,15,0,1,1,1
1,41185,0,0,714943,164,1,15,0,1,1,1
0,95430,0,20,741261,351,0,5,0,4,0,1
0,92981,0,20,741261,351,0,5,0,4,0,1
1,91730,44,62,706319,286,3,2,25,0,4,1
1,89375,44,62,706319,286,3,2,25,0,4,1
1,137385,175,13,420622,460,26,4,100,1,1,0
1,133858,175,13,420622,460,26,4,100,1,1,0
1,43302,0,0,368961,167,0,12,25,0,0,0
1,42191,0,0,368961,167,0,12,25,0,0,0
1,29357,169,18,569499,239,10,6,25,1,0,0
1,28604,169,18,569499,239,10,6,25,1,0,0
0,72486,159,63,225686,321,29,1,0,4,2,0
0,70625,159,63,225686,321,29,1,0,4,2,0
0,88255,61,0,259368,233,3,4,100,0,3,0
0,85990,61,0,259368,233,3,4,100,0,3,0
0,42110,196,0,645298,218,18,11,0,2,4,0
0,41029,196,0,645298,218,18,11,0,2,4,0
0,34022,173,17,738093,170,29,4,100,1,3,1
0,33149,173,17,738093,170,29,4,100,1,3,1
1,94285,221,14,371270,345,23,6,25,1,3,1
1,91866,221,14,371270,345,23,6,25,1,3,1
0,37561,0,0,489090,216,5,10,0,4,1,1
0,36596,0,0,489090,216,5,10,0,4,1,1
0,160037,54,0,167873,245,3,10,50,0,2,0
0,155930,54,0,167873,245,3,10,50,0,2,0
1,88912,0,9,353359,287,0,6,100,4,0,0
1,86629,0,9,353359,287,0,6,100,4,0,0
1,111592,0,16,611547,591,0,6,0,4,4,0
1,108727,0,16,611547,591,0,6,0,4,4,0
1,84109,204,51,181353,341,25,2,0,0,3,0
1,81950,204,51,181353,341,25,2,0,0,3,0
1,143452,185,0,710762,896,22,8,0,0,3,0
1,139771,185,0,710762,896,22,8,0,0,3,0
0,47540,64,0,458580,188,3,12,100,1,0,0
0,46319,64,0,458580,188,3,12,100,1,0,0
1,29373,42,22,896008,242,5,5,0,4,2,1
1,28620,42,22,896008,242,5,5,0,4,2,1
0,44711,50,6,197832,198,4,6,25,1,3,0
0,43564,50,6,197832,198,4,6,25,1,3,0
1,115146,0,5,327284,877,5,6,25,0,1,1
1,112191,0,5,327284,877,5,6,25,0,1,1
0,20453,0,10,469070,198,1,5,0,1,0,1
0,19928,0,10,469070,198,1,5,0,1,0,1
1,24158,46,0,773582,165,3,8,0,1,0,0
1,23537,46,0,773582,165,3,8,0,1,0,0
1,65996,0,8,710510,304,0,4,25,1,0,1
1,64303,0,8,710510,304,0,4,25,1,0,1
0,54082,202,0,456257,252,25,12,100,0,3,1
0,52693,202,0,456257,252,25,12,100,0,3,1
0,130885,169,0,439058,589,16,13,25,0,1,0
0,127526,169,0,439058,589,16,13,25,0,1,0
0,115886,69,8,498833,731,4,5,25,4,2,0
0,112911,69,8,498833,731,4,5,25,4,2,0
0,98268,72,37,601040,357,5,2,75,1,1,1
0,95745,72,37,601040,357,5,2,75,1,1,1
0,152549,192,0,542018,447,25,13,0,0,1,1
0,148634,192,0,542018,447,25,13,0,0,1,1
1,112519,232,73,286606,812,3,1,100,4,0,0
1,109632,232,73,286606,812,3,1,100,4,0,0
1,25563,209,66,211645,238,16,1,50,4,0,1
1,24906,209,66,211645,238,16,1,50,4,0,1
1,143789,167,18,346912,573,1,4,25,1,0,0
1,140098,167,18,346912,573,1,4,25,1,0,0
1,64202,65,0,212288,276,5,15,0,2,0,1
1,62555,65,0,212288,276,5,15,0,2,0,1
1,43909,0,56,570210,182,1,2,25,4,0,0
1,42782,0,56,570210,182,1,2,25,4,0,0
1,153502,243,0,820469,357,5,8,0,3,4,0
1,149563,243,0,820469,357,5,8,0,3,4,0
0,65240,0,13,168768,348,0,5,25,4,0,1
0,63565,0,13,168768,348,0,5,25,4,0,1
0,57061,0,36,269926,220,1,2,25,4,0,0
0,55596,0,36,269926,220,1,2,25,4,0,0
0,30926,42,75,832752,180,4,1,75,0,0,1
0,30133,42,75,832752,180,4,1,75,0,0,1
0,129008,0,58,265776,610,14,2,0,4,0,0
0,125697,0,58,265776,610,14,2,0,4,0,0
0,139025,0,35,620525,898,0,2,25,1,0,0
0,135456,0,35,620525,898,0,2,25,1,0,0
1,115079,248,30,996404,652,24,1,0,1,0,0
1,112126,248,30,996404,652,24,1,0,1,0,0
0,34028,75,62,193563,157,5,1,0,1,2,0
0,33155,75,62,193563,157,5,1,0,1,2,0
0,101938,54,0,437225,685,3,11,100,1,0,0
0,99321,54,0,437225,685,3,11,100,1,0,0
1,23284,0,19,150696,821,0,4,50,1,1,1
1,22687,0,19,150696,821,0,4,50,1,1,1
1,36764,38,31,641874,184,4,1,25,4,4,1
1,35821,38,31,641874,184,4,1,25,4,4,1
1,93843,219,39,905010,354,5,2,0,1,0,0
1,91434,219,39,905010,354,5,2,0,1,0,0
0,41679,0,74,576646,231,0,2,25,1,0,0
0,40610,0,74,576646,231,0,2,25,1,0,0
1,150272,0,6,911189,464,0,12,0,1,0,1
1,146415,0,6,911189,464,0,12,0,1,0,1
1,38554,0,23,536184,153,0,5,0,1,1,0
1,37565,0,23,536184,153,0,5,0,1,1,0
1,86004,0,0,542715,277,1,15,0,1,3,1
1,83797,0,0,542715,277,1,15,0,1,3,1
1,53334,0,23,673502,269,5,5,50,1,0,1
1,51965,0,23,673502,269,5,5,50,1,0,1
1,130327,38,74,379911,452,5,1,0,4,0,0
1,126982,38,74,379911,452,5,1,0,4,0,0
1,119364,56,0,224172,492,3,15,0,1,1,0
1,116301,56,0,224172,492,3,15,0,1,1,0
0,47260,0,0,964748,148,0,9,75,3,1,1
0,46047,0,0,964748,148,0,9,75,3,1,1
0,31592,43,65,189614,234,3,1,100,1,0,1
0,30781,43,65,189614,234,3,1,100,1,0,1
0,45209,0,8,297283,199,1,11,0,2,1,1
0,44048,0,8,297283,199,1,11,0,2,1,1
1,65738,0,0,797616,311,0,13,25,4,3,1
1,64051,0,0,797616,311,0,13,25,4,3,1
0,60263,210,5,271375,862,16,6,0,1,1,0
0,58716,210,5,271375,862,16,6,0,1,1,0
0,52928,67,0,353796,374,4,8,0,1,0,1
0,51569,67,0,353796,374,4,8,0,1,0,1
0,126208,0,22,162413,685,1,5,0,4,1,1
0,122969,0,22,162413,685,1,5,0,4,1,1
1,47471,184,0,259641,163,22,11,25,1,0,0
1,46252,184,0,259641,163,22,11,25,1,0,0
1,32871,86,52,587726,535,1,2,0,2,3,1
1,32028,86,52,587726,535,1,2,0,2,3,1
0,42062,0,0,423599,232,1,10,25,4,0,0
0,40983,0,0,423599,232,1,10,25,4,0,0
0,97876,41,88,542053,311,5,1,0,0,0,0
0,95363,41,88,542053,311,5,1,0,0,0,0
0,78854,0,64,280919,257,0,1,50,1,4,0
0,76831,0,64,280919,257,0,1,50,1,4,0
0,150422,0,78,264406,445,1,1,0,0,3,0
0,146561,0,78,264406,445,1,1,0,0,3,0
0,55989,0,80,585788,334,1,2,100,0,1,0
0,54552,0,80,585788,334,1,2,100,0,1,0
0,54150,210,10,202917,371,21,6,100,0,0,0
0,52761,210,10,202917,371,21,6,100,0,0,0
0,24270,77,0,452772,159,4,9,50,0,0,1
0,23647,77,0,452772,159,4,9,50,0,0,1
1,88376,0,0,418124,302,1,11,25,4,0,1
1,86107,0,0,418124,302,1,11,25,4,0,1
1,144399,193,0,166875,788,24,14,0,1,3,1
1,140692,193,0,166875,788,24,14,0,1,3,1
0,31767,0,0,713991,186,1,13,25,1,1,1
0,30952,0,0,713991,186,1,13,25,1,1,1
1,94718,231,17,179109,273,28,4,25,4,0,0
1,92287,231,17,179109,273,28,4,25,4,0,0
0,68441,118,15,691688,299,14,5,0,0,3,0
0,66684,118,15,691688,299,14,5,0,0,3,0
0,159958,38,68,163910,726,3,2,0,2,1,0
0,155853,38,68,163910,726,3,2,0,2,1,0
0,70687,45,5,987954,472,5,5,75,0,0,0
0,68872,45,5,987954,472,5,5,75,0,0,0
0,146383,236,51,509802,735,28,2,50,1,0,0
0,142626,236,51,509802,735,28,2,50,1,0,0
1,77111,229,57,485252,384,12,1,100,4,3,0
1,75132,229,57,485252,384,12,1,100,4,3,0
1,44350,50,15,803627,168,3,6,100,3,2,1
1,43211,50,15,803627,168,3,6,100,3,2,1
1,143983,0,0,550004,650,4,12,0,1,4,0
1,140288,0,0,550004,650,4,12,0,1,4,0
0,71333,41,63,227517,392,3,10,100,4,0,1
0,69502,41,63,227517,392,3,10,100,4,0,1
1,131147,139,0,250838,675,21,1,0,4,0,0
1,127780,139,0,250838,675,21,1,0,4,0,0
1,153552,262,23,324636,595,12,10,25,0,3,1
1,149611,262,23,324636,595,12,10,25,0,3,1
0,156783,60,28,217061,527,5,1,25,2,1,0
0,152758,60,28,217061,527,5,1,25,2,1,0
0,146342,161,63,273108,806,12,1,0,0,1,0
0,142585,161,63,273108,806,12,1,0,0,1,0
0,36728,0,23,423225,175,0,5,100,1,1,1
0,35785,0,23,423225,175,0,5,100,1,1,1
1,133295,231,30,974796,877,13,1,50,0,4,1
1,129874,231,30,974796,877,13,1,50,0,4,1
1,30533,59,13,673653,237,5,5,0,0,0,1
1,29750,59,13,673653,237,5,5,0,0,0,1
0,120144,68,22,985941,422,5,4,25,0,3,1
0,117061,68,22,985941,422,5,4,25,0,3,1
1,147860,221,0,853841,706,3,4,0,3,0,1
1,144065,221,0,853841,706,3,4,0,3,0,1
1,135210,0,0,701029,436,0,10,25,2,0,0
1,131739,0,0,701029,436,0,10,25,2,0,0
1,114354,55,72,395182,730,4,2,50,4,1,0
1,111419,55,72,395182,730,4,2,50,4,1,0
0,50069,58,9,524320,151,3,6,25,0,1,1
0,48784,58,9,524320,151,3,6,25,0,1,1
0,49153,0,9,176040,189,1,6,50,0,1,1
0,47892,0,9,176040,189,1,6,50,0,1,1
0,129410,31,15,264014,401,3,4,0,0,3,1
0,126089,31,15,264014,401,3,4,0,0,3,1
0,114846,48,85,798780,703,4,2,25,4,1,1
0,111899,48,85,798780,703,4,2,25,4,1,1
1,38642,0,23,464079,187,1,6,25,1,0,0
1,37651,0,23,464079,187,1,6,25,1,0,0
0,124664,196,10,468825,853,27,2,100,3,0,0
0,121465,196,10,468825,853,27,2,100,3,0,0
1,67333,0,14,231719,390,1,5,25,3,4,1
1,65604,0,14,231719,390,1,5,25,3,4,1
0,142048,83,78,750004,795,4,1,0,2,3,0
0,138403,83,78,750004,795,4,1,0,2,3,0
1,161491,0,0,480940,449,5,12,0,4,0,1
1,157346,0,0,480940,449,5,12,0,4,0,1
0,32187,90,22,689437,214,1,5,0,3,3,0
0,31360,90,22,689437,214,1,5,0,3,3,0
0,159520,248,88,358233,409,29,1,50,3,0,1
0,155425,248,88,358233,409,29,1,50,3,0,1
0,146226,0,86,378703,817,0,1,100,4,1,0
0,142473,0,86,378703,817,0,1,100,4,1,0
1,74284,0,0,282991,363,0,15,75,1,1,1
1,72377,0,0,282991,363,0,15,75,1,1,1
0,56632,142,0,251163,279,16,9,0,0,1,0
0,55179,142,0,251163,279,16,9,0,0,1,0
0,128315,0,0,655654,451,1,8,0,2,3,0
0,125022,0,0,655654,451,1,8,0,2,3,0
0,42847,63,12,856051,234,4,5,75,1,1,1
0,41748,63,12,856051,234,4,5,75,1,1,1
1,151881,0,0,520262,867,1,14,100,4,3,0
1,147982,0,0,520262,867,1,14,100,4,3,0
0,30516,165,0,957609,148,28,10,100,4,0,1
0,29733,165,0,957609,148,28,10,100,4,0,1
0,81104,0,0,793799,165,1,14,50,1,3,0
0,79023,0,0,793799,165,1,14,50,1,3,0
1,83919,0,20,957968,255,1,6,50,4,0,1
1,81766,0,20,957968,255,1,6,50,4,0,1
1,127727,0,0,893780,530,0,8,50,0,3,1
1,124448,0,0,893780,530,0,8,50,0,3,1
1,75777,65,55,274942,306,5,2,100,4,2,0
1,73832,65,55,274942,306,5,2,100,4,2,0
1,22786,61,51,658711,147,4,2,0,0,1,1
1,22201,61,51,658711,147,4,2,0,0,1,1
1,141290,57,7,318388,550,4,6,25,1,0,1
1,137663,57,7,318388,550,4,6,25,1,0,1
1,110830,208,69,419721,723,11,2,75,2,1,0
1,107985,208,69,419721,723,11,2,75,2,1,0
0,51733,0,0,290909,300,1,12,0,0,0,1
0,50406,0,0,290909,300,1,12,0,0,0,1
0,49140,55,9,482366,518,5,5,0,1,0,1
0,47879,55,9,482366,518,5,5,0,1,0,1
1,22578,61,0,752752,216,3,2,25,3,0,1
1,21999,61,0,752752,216,3,2,25,3,0,1
1,69745,0,0,550218,338,0,11,100,4,3,1
1,67954,0,0,550218,338,0,11,100,4,3,1
0,94601,269,73,750295,332,14,2,0,1,0,1
0,92172,269,73,750295,332,14,2,0,1,0,1
0,146282,49,0,632451,524,4,10,0,1,1,1
0,142527,49,0,632451,524,4,10,0,1,1,1
0,30291,203,8,940217,217,16,2,0,3,0,1
0,29514,203,8,940217,217,16,2,0,3,0,1
0,116556,0,60,681334,514,0,2,75,1,2,0
0,113565,0,60,681334,514,0,2,75,1,2,0
0,149127,173,0,215937,897,27,13,0,0,1,0
0,145300,173,0,215937,897,27,13,0,0,1,0
1,27266,191,56,541921,204,11,2,0,4,0,1
1,26567,191,56,541921,204,11,2,0,4,0,1
1,123710,0,50,438910,893,0,1,100,1,1,1
1,120535,0,50,438910,893,0,1,100,1,1,1
0,101365,0,73,172006,323,1,2,75,1,4,1
0,98764,0,73,172006,323,1,2,75,1,4,1
0,153747,0,0,465966,765,1,8,0,1,1,1
0,149800,0,0,465966,765,1,8,0,1,1,1
0,138496,0,62,267921,674,0,2,25,4,0,1
0,134941,0,62,267921,674,0,2,25,4,0,1
1,82403,168,0,244599,278,26,15,100,1,2,0
1,80288,168,0,244599,278,26,15,100,1,2,0
0,145526,0,0,260671,232,1,10,0,3,1,1
0,141791,0,0,260671,232,1,10,0,3,1,1
1,50225,198,6,894970,156,22,5,0,1,3,0
1,48936,198,6,894970,156,22,5,0,1,3,0
0,124805,245,53,481965,563,23,1,0,4,3,0
0,121602,245,53,481965,563,23,1,0,4,3,0
1,25006,223,0,299917,220,18,14,0,2,4,1
1,24365,223,0,299917,220,18,14,0,2,4,1
1,126322,206,0,832812,420,26,9,0,3,1,0
1,123079,206,0,832812,420,26,9,0,3,1,0
1,119023,214,33,458027,622,1,1,25,4,1,1
1,115968,214,33,458027,622,1,1,25,4,1,1
0,115841,77,23,182926,529,3,5,0,4,0,0
0,112868,77,23,182926,529,3,5,0,4,0,0
0,27123,88,13,394999,171,5,5,0,0,0,0
0,26426,88,13,394999,171,5,5,0,0,0,0
1,136587,218,22,533406,689,4,6,0,1,3,0
1,133082,218,22,533406,689,4,6,0,1,3,0
1,45025,284,0,239474,232,14,10,0,4,2,0
1,43870,284,0,239474,232,14,10,0,4,2,0
1,93902,162,78,191497,366,14,2,0,4,0,0
1,91491,162,78,191497,366,14,2,0,4,0,0
0,114409,194,54,916574,551,20,2,0,4,1,0
0,111472,194,54,916574,551,20,2,0,4,1,0
1,108044,243,0,270810,621,19,13,100,3,2,1
1,105271,243,0,270810,621,19,13,100,3,2,1
1,38980,0,81,428110,217,3,5,25,3,2,0
1,37979,0,81,428110,217,3,5,25,3,2,0
1,70801,207,80,164143,284,22,1,0,4,3,0
1,68984,207,80,164143,284,22,1,0,4,3,0
1,79217,0,0,596137,785,0,11,100,0,0,0
1,77184,0,0,596137,785,0,11,100,0,0,0
0,56250,0,0,922223,307,1,8,100,1,0,1
0,54807,0,0,922223,307,1,8,100,1,0,1
1,108051,0,0,844022,490,1,8,0,1,0,1
1,105278,0,0,844022,490,1,8,0,1,0,1
1,44644,42,62,407024,171,4,2,25,1,1,0
1,43499,42,62,407024,171,4,2,25,1,1,0
0,35592,0,16,473864,822,5,4,100,1,1,1
0,34679,0,16,473864,822,5,4,100,1,1,1
0,40658,206,87,937958,239,24,2,0,1,1,1
0,39615,206,87,937958,239,24,2,0,1,1,1
1,109893,210,10,151132,697,16,6,25,4,3,0
1,107072,210,10,151132,697,16,6,25,4,3,0
1,24174,0,46,232289,182,0,2,0,1,1,0
1,23553,0,46,232289,182,0,2,0,1,1,0
0,87213,63,0,204073,132,5,11,0,0,0,0
0,84974,63,0,204073,132,5,11,0,0,0,0
1,64337,106,63,485599,253,20,1,75,1,4,0
1,62686,106,63,485599,253,20,1,75,1,4,0
1,35623,186,12,301123,167,21,6,100,1,4,0
1,34708,186,12,301123,167,21,6,100,1,4,0
1,146636,78,0,836934,351,5,9,100,0,4,1
1,142873,78,0,836934,351,5,9,100,0,4,1
0,114417,61,18,654501,401,5,5,75,4,4,1
0,111480,61,18,654501,401,5,5,75,4,4,1
0,65047,0,35,829036,386,0,2,0,4,3,1
0,63378,0,35,829036,386,0,2,0,4,3,1
0,36459,43,0,573085,201,3,11,0,4,3,1
0,35524,43,0,573085,201,3,11,0,4,3,1
0,57305,0,35,436221,309,1,13,100,1,1,0
0,55834,0,35,436221,309,1,13,100,1,1,0
1,94668,213,0,239836,305,18,10,0,1,0,0
1,92239,213,0,239836,305,18,10,0,1,0,0
1,65720,0,45,211182,353,1,1,0,4,1,0
1,64033,0,45,211182,353,1,1,0,4,1,0
0,53771,0,0,299546,288,1,15,25,2,1,1
0,52390,0,0,299546,288,1,15,25,2,1,1
0,117158,234,7,463853,764,24,5,0,0,0,0
0,114151,234,7,463853,764,24,5,0,0,0,0
0,69032,225,82,831316,305,15,2,25,0,0,1
0,67261,225,82,831316,305,15,2,25,0,0,1
0,96179,0,54,869115,349,0,2,25,0,1,1
0,93710,0,54,869115,349,0,2,25,0,1,1
0,83373,170,34,517128,369,26,2,0,1,1,0
0,81234,170,34,517128,369,26,2,0,1,1,0
0,137179,65,74,517148,701,4,1,75,4,1,1
0,133658,65,74,517148,701,4,1,75,4,1,1
1,149323,44,40,741542,666,5,1,100,3,0,0
1,145490,44,40,741542,666,5,1,100,3,0,0
0,20426,217,54,358914,134,10,1,25,1,1,1
0,19901,217,54,358914,134,10,1,25,1,1,1
1,142618,0,0,698439,522,0,13,0,0,3,0
1,138957,0,0,698439,522,0,13,0,0,3,0
0,105136,0,38,521266,737,0,5,25,1,0,0
0,102437,0,38,521266,737,0,5,25,1,0,0
1,59370,168,78,295872,338,14,2,100,4,0,0
1,57847,168,78,295872,338,14,2,100,4,0,0
0,135119,50,15,661086,686,3,6,25,1,0,0
0,131650,50,15,661086,686,3,6,25,1,0,0
0,121993,56,6,243215,859,4,4,25,1,1,1
0,118862,56,6,243215,859,4,4,25,1,1,1
1,159240,194,0,753697,552,24,12,0,1,1,1
1,155153,194,0,753697,552,24,12,0,1,1,1
0,114633,0,0,280002,635,0,12,100,4,0,0
0,111690,0,0,280002,635,0,12,100,4,0,0
0,59503,44,0,202764,397,29,2,0,4,1,0
0,57976,44,0,202764,397,29,2,0,4,1,0
0,56375,210,63,718624,360,19,2,0,4,3,1
0,54928,210,63,718624,360,19,2,0,4,3,1
1,66892,182,0,280983,292,29,14,100,1,4,0
1,65175,182,0,280983,292,29,14,100,1,4,0
0,50482,141,24,870391,880,10,13,0,1,3,1
0,49187,141,24,870391,880,10,13,0,1,3,1
0,47490,170,81,579791,227,20,2,75,4,3,0
0,46271,170,81,579791,227,20,2,75,4,3,0
1,40932,62,79,564536,178,5,1,0,0,1,0
1,39881,62,79,564536,178,5,1,0,0,1,0
1,61407,0,27,259628,291,0,2,25,3,4,0
1,59830,0,27,259628,291,0,2,25,3,4,0
1,31417,198,41,498668,363,14,6,0,2,0,1
1,30610,198,41,498668,363,14,6,0,2,0,1
0,93952,186,16,372399,452,11,5,100,0,3,0
0,91541,186,16,372399,452,11,5,100,0,3,0
1,145958,0,19,430083,697,1,4,100,1,1,1
1,142211,0,19,430083,697,1,4,100,1,1,1
0,22800,0,0,244453,197,1,6,50,3,0,1
0,22215,0,0,244453,197,1,6,50,3,0,1
1,103448,160,28,634933,686,23,1,50,1,1,0
1,100793,160,28,634933,686,23,1,50,1,1,0
